table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_headcount,field_all_personnel_functions_ftes,field_researchers_headcount,field_researchers_ftes,field_r_d_technicians_headcount,field_r_d_technicians_ftes,field_r_d_support_staff_headcount,field_r_d_support_staff_ftes
12726,r733,United States -> Vermont -> Private -> Middlebury C.,United States,Vermont,Private,Middlebury C.,4,"['220', '']","['29.8', '']","['42', '']","['9.3', '']","['8', '']","['3.5', '']","['170', '']","['17.0', '']"
12726,r734,United States -> Vermont -> Private -> Norwich U.,United States,Vermont,Private,Norwich U.,4,"['50', '']","['30.4', '']","['16', '']","['4.2', '']","['29', '']","['25.0', '']","['5', '']","['1.2', '']"
12726,r735,United States -> Virginia,United States,Virginia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r736,United States -> Virginia -> Public,United States,Virginia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r737,United States -> Virginia -> Public -> Christopher Newport U.,United States,Virginia,Public,Christopher Newport U.,4,"['137', '']","['29.0', '']","['137', '']","['29.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r738,United States -> Virginia -> Public -> Eastern Virginia Medical School,United States,Virginia,Public,Eastern Virginia Medical School,4,"['193', '']","['110.2', '']","['73', '']","['20.6', '']","['98', '']","['75.2', '']","['22', '']","['14.4', '']"
12726,r739,United States -> Virginia -> Public -> George Mason U.,United States,Virginia,Public,George Mason U.,4,"['3,093', '']","['1,433.4', '']","['660', '']","['620.3', '']","['1,426', '']","['668.3', '']","['1,007', '']","['144.8', '']"
12726,r740,United States -> Virginia -> Public -> James Madison U.,United States,Virginia,Public,James Madison U.,4,"['497', 'i']","['221.2', 'i']","['235', 'i']","['107.1', 'i']","['160', 'i']","['80.2', 'i']","['102', 'i']","['33.9', 'i']"
12726,r741,United States -> Virginia -> Public -> Norfolk State U.,United States,Virginia,Public,Norfolk State U.,4,"['118', '']","['71.3', '']","['39', '']","['30.5', '']","['67', '']","['32.8', '']","['12', '']","['8.0', '']"
12726,r742,United States -> Virginia -> Public -> Old Dominion U.,United States,Virginia,Public,Old Dominion U.,4,"['971', '']","['207.6', '']","['335', '']","['76.0', '']","['621', '']","['124.0', '']","['15', '']","['7.6', '']"
12726,r743,United States -> Virginia -> Public -> Radford U.,United States,Virginia,Public,Radford U.,4,"['65', '']","['57.0', '']","['65', '']","['57.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r744,United States -> Virginia -> Public -> U. of Mary Washington,United States,Virginia,Public,U. of Mary Washington,4,"['46', '']","['10.8', '']","['25', '']","['7.5', '']","['15', '']","['1.5', '']","['6', '']","['1.8', '']"
12726,r745,United States -> Virginia -> Public -> U. Virginia's C. Wise,United States,Virginia,Public,U. Virginia's C. Wise,4,"['35', '']","['13.7', 'i']","['10', '']","['4.6', 'i']","['5', '']","['2.5', 'i']","['20', '']","['6.6', 'i']"
12726,r746,"United States -> Virginia -> Public -> U. Virginia, Charlottesville",United States,Virginia,Public,"U. Virginia, Charlottesville",4,"['7,800', '']","['3,030.7', 'i']","['1,884', '']","['858.3', 'i']","['3,104', '']","['1,239.2', 'i']","['2,812', '']","['933.2', 'i']"
12726,r747,United States -> Virginia -> Public -> Virginia Commonwealth U.,United States,Virginia,Public,Virginia Commonwealth U.,4,"['4,518', '']","['1,558.1', 'i']","['475', '']","['216.4', 'i']","['NA', '']","['NA', '']","['4,043', '']","['1,341.7', 'i']"
12726,r748,United States -> Virginia -> Public -> Virginia Military Institute,United States,Virginia,Public,Virginia Military Institute,4,"['65', '']","['19.5', '']","['18', '']","['8.0', '']","['42', '']","['9.0', '']","['5', '']","['2.5', '']"
12726,r749,United States -> Virginia -> Public -> Virginia Polytechnic Institute and State U.,United States,Virginia,Public,Virginia Polytechnic Institute and State U.,4,"['8,225', 'i']","['3,285.9', 'i']","['2,586', 'i']","['1,178.0', 'i']","['3,516', 'i']","['1,403.5', 'i']","['2,123', 'i']","['704.4', 'i']"
12726,r750,United States -> Virginia -> Public -> Virginia State U.,United States,Virginia,Public,Virginia State U.,4,"['243', 'i']","['106.3', 'i']","['156', 'i']","['71.0', 'i']","['38', 'i']","['19.0', 'i']","['49', 'i']","['16.3', 'i']"
12726,r751,United States -> Virginia -> Public -> William & Mary,United States,Virginia,Public,William & Mary,4,"['1,652', 'i']","['794.0', 'i']","['392', 'i']","['178.6', 'i']","['1,169', 'i']","['585.3', 'i']","['91', '']","['30.1', '']"
12726,r752,United States -> Virginia -> Private,United States,Virginia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r753,United States -> Virginia -> Private -> Edward Via C. of Osteopathic Medicine,United States,Virginia,Private,Edward Via C. of Osteopathic Medicine,4,"['76', '']","['37.0', '']","['55', '']","['23.0', '']","['11', '']","['8.0', '']","['10', '']","['6.0', '']"
12726,r754,United States -> Virginia -> Private -> Hampton U.,United States,Virginia,Private,Hampton U.,4,"['106', '']","['78.0', '']","['51', '']","['44.0', '']","['0', '']","['0.0', '']","['55', '']","['34.0', '']"
12726,r755,United States -> Virginia -> Private -> Liberty U.,United States,Virginia,Private,Liberty U.,4,"['163', 'i']","['108.3', 'i']","['113', 'i']","['79.4', 'i']","['33', 'i']","['17.6', 'i']","['17', 'i']","['11.3', 'i']"
12726,r756,United States -> Virginia -> Private -> Marymount U.,United States,Virginia,Private,Marymount U.,4,"['124', '']","['23.1', '']","['95', '']","['18.9', '']","['21', '']","['3.2', '']","['8', '']","['1.0', '']"
12726,r757,United States -> Virginia -> Private -> U. Richmond,United States,Virginia,Private,U. Richmond,4,"['130', '']","['23.3', '']","['41', '']","['9.3', '']","['76', '']","['11.0', '']","['13', '']","['3.0', '']"
12726,r758,United States -> Washington,United States,Washington,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r759,United States -> Washington -> Public,United States,Washington,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r760,United States -> Washington -> Public -> Central Washington U.,United States,Washington,Public,Central Washington U.,4,"['125', '']","['19.0', '']","['44', '']","['8.0', '']","['78', '']","['9.0', '']","['3', '']","['2.0', '']"
12726,r761,United States -> Washington -> Public -> Eastern Washington U.,United States,Washington,Public,Eastern Washington U.,4,"['84', '']","['15.1', '']","['14', '']","['2.9', '']","['43', '']","['8.3', '']","['27', '']","['3.9', '']"
12726,r762,United States -> Washington -> Public -> Northwest Indian C.,United States,Washington,Public,Northwest Indian C.,4,"['160', 'i']","['70.4', 'i']","['89', 'i']","['40.4', 'i']","['38', 'i']","['19.2', 'i']","['33', 'i']","['10.8', 'i']"
12726,r763,"United States -> Washington -> Public -> U. Washington, Bothell",United States,Washington,Public,"U. Washington, Bothell",4,"['160', '']","['31.0', '']","['93', '']","['21.0', '']","['6', '']","['3.0', '']","['61', '']","['7.0', '']"
12726,r764,"United States -> Washington -> Public -> U. Washington, Seattle",United States,Washington,Public,"U. Washington, Seattle",4,"['14,134', '']","['5,690.0', '']","['8,710', '']","['3,421.0', '']","['1,322', '']","['772.0', '']","['4,102', '']","['1,497.0', '']"
12726,r765,"United States -> Washington -> Public -> U. Washington, Tacoma",United States,Washington,Public,"U. Washington, Tacoma",4,"['140', '']","['26.1', '']","['88', '']","['16.9', '']","['18', '']","['4.4', '']","['34', '']","['4.8', '']"
12726,r766,United States -> Washington -> Public -> Washington State U.,United States,Washington,Public,Washington State U.,4,"['4,628', '']","['1,766.7', 'i']","['1,183', '']","['539.0', 'i']","['1,254', '']","['500.6', 'i']","['2,191', '']","['727.1', 'i']"
12726,r767,United States -> Washington -> Public -> Western Washington U.,United States,Washington,Public,Western Washington U.,4,"['519', '']","['102.9', '']","['161', '']","['30.5', '']","['327', '']","['68.9', '']","['31', '']","['3.5', '']"
12726,r768,United States -> Washington -> Private,United States,Washington,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r769,United States -> Washington -> Private -> Seattle U.,United States,Washington,Private,Seattle U.,4,"['85', '']","['59.9', 'i']","['85', '']","['59.9', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
12726,r770,United States -> Washington -> Private -> U. Puget Sound,United States,Washington,Private,U. Puget Sound,4,"['248', 'i']","['170.8', 'i']","['161', 'i']","['113.2', 'i']","['47', 'i']","['30.3', 'i']","['40', 'i']","['27.3', 'i']"
12726,r771,United States -> Washington -> Private -> Whitman C.,United States,Washington,Private,Whitman C.,4,"['233', '']","['21.6', '']","['228', '']","['20.3', '']","['5', '']","['1.3', '']","['0', '']","['0.0', '']"
12726,r772,United States -> West Virginia,United States,West Virginia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r773,United States -> West Virginia -> Public,United States,West Virginia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r774,United States -> West Virginia -> Public -> Marshall U.,United States,West Virginia,Public,Marshall U.,4,"['671', '']","['303.0', '']","['251', '']","['50.0', '']","['126', '']","['75.0', '']","['294', '']","['178.0', '']"
12726,r775,United States -> West Virginia -> Public -> West Virginia School of Osteopathic Medicine,United States,West Virginia,Public,West Virginia School of Osteopathic Medicine,4,"['258', 'i']","['105.4', 'i']","['124', 'i']","['56.7', 'i']","['61', 'i']","['24.5', 'i']","['73', 'i']","['24.2', 'i']"
12726,r776,United States -> West Virginia -> Public -> West Virginia State U.,United States,West Virginia,Public,West Virginia State U.,4,"['48', '']","['27.9', '']","['16', '']","['13.0', '']","['12', '']","['10.2', '']","['20', '']","['4.7', '']"
12726,r777,United States -> West Virginia -> Public -> West Virginia U.,United States,West Virginia,Public,West Virginia U.,4,"['3,937', '']","['2,232.7', '']","['1,385', '']","['769.3', '']","['1,429', '']","['895.1', '']","['1,123', '']","['568.3', '']"
12726,r778,United States -> Wisconsin,United States,Wisconsin,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r779,United States -> Wisconsin -> Public,United States,Wisconsin,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r780,United States -> Wisconsin -> Public -> U. Wisconsin-Eau Claire,United States,Wisconsin,Public,U. Wisconsin-Eau Claire,4,"['201', '']","['97.6', 'i']","['60', '']","['27.3', 'i']","['139', '']","['69.6', 'i']","['2', '']","['0.7', 'i']"
12726,r781,United States -> Wisconsin -> Public -> U. Wisconsin-Green Bay,United States,Wisconsin,Public,U. Wisconsin-Green Bay,4,"['318', 'i']","['139.4', 'i']","['130', 'i']","['59.4', 'i']","['105', 'i']","['52.4', 'i']","['83', 'i']","['27.6', 'i']"
12726,r782,United States -> Wisconsin -> Public -> U. Wisconsin-La Crosse,United States,Wisconsin,Public,U. Wisconsin-La Crosse,4,"['267', '']","['32.5', '']","['85', '']","['7.0', '']","['176', '']","['19.8', '']","['6', '']","['5.7', '']"
12726,r783,United States -> Wisconsin -> Public -> U. Wisconsin-Madison,United States,Wisconsin,Public,U. Wisconsin-Madison,4,"['18,259', '']","['6,885.0', '']","['4,571', '']","['2,196.7', '']","['6,841', '']","['2,831.6', '']","['6,847', '']","['1,856.7', '']"
12726,r784,United States -> Wisconsin -> Public -> U. Wisconsin-Milwaukee,United States,Wisconsin,Public,U. Wisconsin-Milwaukee,4,"['1,775', '']","['950.8', '']","['269', '']","['241.9', '']","['1,506', '']","['708.9', '']","['0', '']","['0.0', '']"
12726,r785,United States -> Wisconsin -> Public -> U. Wisconsin-Oshkosh,United States,Wisconsin,Public,U. Wisconsin-Oshkosh,4,"['86', '']","['20.0', '']","['69', '']","['10.0', '']","['15', '']","['8.7', '']","['2', '']","['1.3', '']"
12726,r786,United States -> Wisconsin -> Public -> U. Wisconsin-Platteville,United States,Wisconsin,Public,U. Wisconsin-Platteville,4,"['161', 'i']","['68.2', 'i']","['40', 'i']","['18.2', 'i']","['59', 'i']","['29.5', 'i']","['62', 'i']","['20.5', 'i']"
12726,r787,United States -> Wisconsin -> Public -> U. Wisconsin-River Falls,United States,Wisconsin,Public,U. Wisconsin-River Falls,4,"['268', 'i']","['116.0', 'i']","['158', 'i']","['71.8', 'i']","['47', 'i']","['23.3', 'i']","['63', 'i']","['20.9', 'i']"
12726,r788,United States -> Wisconsin -> Public -> U. Wisconsin-Stevens Point,United States,Wisconsin,Public,U. Wisconsin-Stevens Point,4,"['195', '']","['74.3', 'i']","['23', '']","['10.5', 'i']","['40', '']","['20.0', 'i']","['132', '']","['43.8', 'i']"
12726,r789,United States -> Wisconsin -> Public -> U. Wisconsin-Superior,United States,Wisconsin,Public,U. Wisconsin-Superior,4,"['77', '']","['18.0', '']","['28', '']","['6.0', '']","['42', '']","['9.0', '']","['7', '']","['3.0', '']"
12726,r790,United States -> Wisconsin -> Private,United States,Wisconsin,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r791,United States -> Wisconsin -> Private -> Marquette U.,United States,Wisconsin,Private,Marquette U.,4,"['1,335', '']","['624.5', '']","['375', '']","['194.5', '']","['612', '']","['289.5', '']","['348', '']","['140.5', '']"
12726,r792,United States -> Wisconsin -> Private -> Medical C. Wisconsin,United States,Wisconsin,Private,Medical C. Wisconsin,4,"['2,634', '']","['1,266.2', '']","['778', '']","['325.1', '']","['1,610', '']","['840.7', '']","['246', '']","['100.4', '']"
12726,r793,United States -> Wisconsin -> Private -> Milwaukee School of Engineering,United States,Wisconsin,Private,Milwaukee School of Engineering,4,"['101', '']","['39.8', '']","['38', '']","['10.6', '']","['46', '']","['27.6', '']","['17', '']","['1.6', '']"
12726,r794,United States -> Wisconsin -> Private -> Northland C.,United States,Wisconsin,Private,Northland C.,4,"['249', 'i']","['171.4', 'i']","['161', 'i']","['113.6', 'i']","['48', 'i']","['30.4', 'i']","['40', 'i']","['27.4', 'i']"
12726,r795,United States -> Wyoming,United States,Wyoming,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r796,United States -> Wyoming -> Public,United States,Wyoming,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r797,United States -> Wyoming -> Public -> U. Wyoming,United States,Wyoming,Public,U. Wyoming,4,"['1,787', '']","['699.5', 'i']","['223', '']","['88.0', '']","['548', '']","['274.3', 'i']","['1,016', '']","['337.2', 'i']"
12726,r798,United States -> Guam,United States,Guam,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r799,United States -> Guam -> Public,United States,Guam,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r800,United States -> Guam -> Public -> U. Guam,United States,Guam,Public,U. Guam,4,"['324', '']","['187.9', '']","['44', '']","['25.4', '']","['214', '']","['113.4', '']","['66', '']","['49.1', '']"
12726,r801,United States -> Puerto Rico,United States,Puerto Rico,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r802,United States -> Puerto Rico -> Public,United States,Puerto Rico,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r803,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Cayey",United States,Puerto Rico,Public,"U. Puerto Rico, Cayey",4,"['66', '']","['21.0', '']","['15', '']","['4.0', '']","['3', '']","['2.0', '']","['48', '']","['15.0', '']"
12726,r804,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Humacao",United States,Puerto Rico,Public,"U. Puerto Rico, Humacao",4,"['42', '']","['10.6', '']","['23', '']","['5.4', '']","['12', '']","['2.9', '']","['7', '']","['2.3', '']"
12726,r805,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Mayaguez",United States,Puerto Rico,Public,"U. Puerto Rico, Mayaguez",4,"['360', '']","['86.0', '']","['60', '']","['32.0', '']","['0', '']","['0.0', '']","['300', '']","['54.0', '']"
