table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10160,r726,Virginia -> Public -> William & Mary,Virginia,Public,William & Mary,3,"['57,461', '']","['58,919', '']","['55,805', '']","['57,940', '']","['59,015', '']","['61,554', '']","['63,027', '']","['64,127', '']","['65,269', '']","['64,835', '']","['66,763', '']","['68,801', '']","['75,953', '']"
10160,r727,Virginia -> Private,Virginia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r728,Virginia -> Private -> Edward Via C. of Osteopathic Medicine,Virginia,Private,Edward Via C. of Osteopathic Medicine,3,"['ne', '']","['2,453', '']","['2,576', '']","['4,992', '']","['2,633', '']","['2,237', '']","['5,692', '']","['8,119', '']","['7,601', '']","['7,225', '']","['7,475', '']","['6,629', '']","['7,121', '']"
10160,r729,Virginia -> Private -> Hampton U.,Virginia,Private,Hampton U.,3,"['14,455', '']","['12,414', '']","['15,356', '']","['12,641', '']","['11,169', '']","['14,895', '']","['14,225', '']","['16,482', '']","['14,424', '']","['13,605', '']","['11,402', '']","['11,669', '']","['11,462', '']"
10160,r730,Virginia -> Private -> Marymount U.,Virginia,Private,Marymount U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,307', '']","['1,298', '']"
10160,r731,Virginia -> Private -> U. Richmond,Virginia,Private,U. Richmond,3,"['4,052', '']","['4,064', '']","['4,282', '']","['3,351', '']","['3,598', '']","['3,069', '']","['3,047', '']","['3,106', '']","['2,784', '']","['2,783', '']","['2,469', '']","['2,294', '']","['2,670', '']"
10160,r732,Washington,Washington,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r733,Washington -> Public,Washington,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r734,Washington -> Public -> Central Washington U.,Washington,Public,Central Washington U.,3,"['5,159', '']","['2,858', '']","['2,753', '']","['2,122', '']","['2,124', '']","['2,581', '']","['2,751', '']","['3,798', '']","['3,066', '']","['3,223', '']","['2,674', '']","['2,410', '']","['3,176', '']"
10160,r735,Washington -> Public -> Eastern Washington U.,Washington,Public,Eastern Washington U.,3,"['3,266', '']","['3,910', '']","['2,700', '']","['2,115', '']","['1,867', '']","['2,973', '']","['3,368', '']","['2,000', '']","['2,590', '']","['2,024', '']","['2,282', '']","['1,921', '']","['2,437', '']"
10160,r736,Washington -> Public -> Northwest Indian C.,Washington,Public,Northwest Indian C.,3,"['2,426', '']","['2,744', 'i']","['2,847', '']","['3,247', '']","['2,609', '']","['1,631', 'i']","['ne', '']","['ne', '']","['2,154', '']","['2,659', '']","['3,650', 'i']","['4,641', 'i']","['5,632', '']"
10160,r737,"Washington -> Public -> U. Washington, Bothell",Washington,Public,"U. Washington, Bothell",3,"['630', '']","['2,857', '']","['4,285', '']","['4,704', '']","['7,550', '']","['7,657', '']","['8,406', '']","['10,219', '']","['8,097', '']","['7,950', '']","['7,107', '']","['8,311', '']","['8,197', '']"
10160,r738,"Washington -> Public -> U. Washington, Seattle",Washington,Public,"U. Washington, Seattle",3,"['1,022,740', '']","['1,148,533', '']","['1,109,008', '']","['1,192,513', '']","['1,176,340', '']","['1,180,563', '']","['1,277,679', '']","['1,348,220', '']","['1,413,902', '']","['1,425,601', '']","['1,456,902', '']","['1,488,645', '']","['1,559,708', '']"
10160,r739,"Washington -> Public -> U. Washington, Tacoma",Washington,Public,"U. Washington, Tacoma",3,"['872', '']","['1,359', '']","['1,845', '']","['2,203', '']","['2,938', '']","['3,618', '']","['3,957', '']","['3,246', '']","['3,006', '']","['3,471', '']","['3,504', '']","['4,291', '']","['5,484', '']"
10160,r740,Washington -> Public -> Washington State U.,Washington,Public,Washington State U.,3,"['304,352', '']","['320,510', '']","['335,930', '']","['305,510', '']","['288,752', '']","['303,214', '']","['301,640', '']","['331,051', '']","['331,424', '']","['344,997', '']","['335,201', '']","['357,648', '']","['368,396', '']"
10160,r741,Washington -> Public -> Western Washington U.,Washington,Public,Western Washington U.,3,"['10,571', '']","['9,498', '']","['7,597', '']","['8,157', '']","['8,567', '']","['9,921', '']","['10,743', '']","['13,014', '']","['13,075', '']","['11,983', '']","['12,823', '']","['13,450', '']","['15,081', '']"
10160,r742,Washington -> Private,Washington,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r743,Washington -> Private -> Seattle U.,Washington,Private,Seattle U.,3,"['1,337', 'i']","['1,274', '']","['642', '']","['ne', '']","['2,692', '']","['2,847', '']","['2,050', '']","['1,623', '']","['2,535', '']","['2,223', '']","['2,060', '']","['1,562', '']","['1,894', '']"
10160,r744,Washington -> Private -> U. Puget Sound,Washington,Private,U. Puget Sound,3,"['461', '']","['530', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['902', '']","['ne', '']","['ne', '']","['895', '']","['ne', '']","['1,051', '']"
10160,r745,Washington -> Private -> Whitman C.,Washington,Private,Whitman C.,3,"['1,415', '']","['1,142', '']","['849', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,083', '']","['865', '']","['ne', '']","['1,270', '']"
10160,r746,West Virginia,West Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r747,West Virginia -> Public,West Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r748,West Virginia -> Public -> Marshall U.,West Virginia,Public,Marshall U.,3,"['24,501', '']","['26,723', '']","['18,998', '']","['19,617', '']","['20,382', '']","['19,936', '']","['20,687', '']","['18,348', '']","['20,050', '']","['19,622', '']","['22,250', '']","['23,620', '']","['25,692', '']"
10160,r749,West Virginia -> Public -> West Virginia School of Osteopathic Medicine,West Virginia,Public,West Virginia School of Osteopathic Medicine,3,"['594', '']","['528', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,311', '']","['1,255', '']","['1,329', '']"
10160,r750,West Virginia -> Public -> West Virginia State U.,West Virginia,Public,West Virginia State U.,3,"['3,770', '']","['4,176', '']","['5,087', '']","['4,491', '']","['7,221', '']","['7,365', '']","['5,224', '']","['6,305', '']","['6,535', '']","['5,829', '']","['5,775', '']","['6,565', '']","['6,703', '']"
10160,r751,West Virginia -> Public -> West Virginia U.,West Virginia,Public,West Virginia U.,3,"['154,926', '']","['166,420', '']","['169,303', '']","['167,144', '']","['164,454', '']","['170,145', '']","['172,477', '']","['185,606', '']","['185,110', '']","['187,512', '']","['188,452', '']","['199,907', '']","['214,081', '']"
10160,r752,West Virginia -> Private,West Virginia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r753,West Virginia -> Private -> U. Charleston,West Virginia,Private,U. Charleston,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['217', '']"
10160,r754,Wisconsin,Wisconsin,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r755,Wisconsin -> Public,Wisconsin,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r756,Wisconsin -> Public -> U. Wisconsin-Eau Claire,Wisconsin,Public,U. Wisconsin-Eau Claire,3,"['1,950', '']","['1,406', '']","['1,362', '']","['1,235', '']","['915', '']","['ne', '']","['1,238', '']","['1,641', '']","['1,227', '']","['1,530', '']","['1,318', '']","['1,852', '']","['1,628', '']"
10160,r757,Wisconsin -> Public -> U. Wisconsin-Green Bay,Wisconsin,Public,U. Wisconsin-Green Bay,3,"['1,219', '']","['1,239', 'i']","['1,259', 'i']","['1,279', 'i']","['1,299', 'i']","['1,320', '']","['1,599', '']","['1,510', '']","['1,454', '']","['2,083', '']","['1,982', '']","['1,879', '']","['2,713', '']"
10160,r758,Wisconsin -> Public -> U. Wisconsin-La Crosse,Wisconsin,Public,U. Wisconsin-La Crosse,3,"['4,141', '']","['3,862', 'i']","['3,583', '']","['3,796', '']","['3,424', '']","['3,615', '']","['3,211', '']","['3,187', '']","['3,569', '']","['2,692', '']","['2,795', '']","['3,001', '']","['2,942', '']"
10160,r759,Wisconsin -> Public -> U. Wisconsin-Madison,Wisconsin,Public,U. Wisconsin-Madison,3,"['1,029,295', '']","['1,111,642', '']","['1,169,779', '']","['1,123,501', '']","['1,108,564', '']","['1,069,077', '']","['1,157,680', '']","['1,193,413', '']","['1,205,518', '']","['1,297,331', '']","['1,363,931', '']","['1,380,075', '']","['1,523,513', '']"
10160,r760,Wisconsin -> Public -> U. Wisconsin-Milwaukee,Wisconsin,Public,U. Wisconsin-Milwaukee,3,"['71,181', '']","['65,648', '']","['61,771', '']","['56,587', '']","['60,752', '']","['63,414', '']","['59,813', '']","['54,181', '']","['55,771', '']","['53,773', '']","['61,069', '']","['55,664', '']","['56,822', '']"
10160,r761,Wisconsin -> Public -> U. Wisconsin-Oshkosh,Wisconsin,Public,U. Wisconsin-Oshkosh,3,"['1,556', '']","['2,384', '']","['2,331', '']","['2,167', '']","['1,935', 'i']","['1,703', 'i']","['ne', '']","['1,507', 'i']","['1,544', 'i']","['1,581', 'i']","['1,618', 'i']","['1,656', '']","['1,990', '']"
10160,r762,Wisconsin -> Public -> U. Wisconsin-Platteville,Wisconsin,Public,U. Wisconsin-Platteville,3,"['681', '']","['715', 'i']","['ne', '']","['ne', '']","['1,000', 'i']","['970', 'i']","['ne', '']","['1,068', 'i']","['ne', '']","['1,084', 'i']","['1,104', 'i']","['1,144', 'i']","['1,349', 'i']"
10160,r763,Wisconsin -> Public -> U. Wisconsin-Stevens Point,Wisconsin,Public,U. Wisconsin-Stevens Point,3,"['6,766', '']","['6,171', 'i']","['5,576', '']","['4,392', '']","['3,919', 'i']","['3,446', 'i']","['2,973', '']","['3,420', 'i']","['3,867', 'i']","['4,314', 'i']","['4,764', '']","['4,401', '']","['3,740', '']"
10160,r764,Wisconsin -> Public -> U. Wisconsin-Superior,Wisconsin,Public,U. Wisconsin-Superior,3,"['5,890', '']","['6,187', 'i']","['6,041', 'i']","['ne', '']","['3,030', 'i']","['ne', '']","['ne', '']","['ne', '']","['3,068', '']","['2,250', '']","['2,301', '']","['2,602', '']","['4,615', '']"
10160,r765,Wisconsin -> Private,Wisconsin,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r766,Wisconsin -> Private -> Marquette U.,Wisconsin,Private,Marquette U.,3,"['14,310', '']","['19,876', '']","['18,606', '']","['20,856', '']","['23,633', '']","['24,816', '']","['28,422', '']","['30,034', '']","['32,471', '']","['37,777', '']","['37,136', '']","['37,087', '']","['40,638', '']"
10160,r767,Wisconsin -> Private -> Medical C. Wisconsin,Wisconsin,Private,Medical C. Wisconsin,3,"['191,816', '']","['215,358', '']","['209,040', '']","['201,237', '']","['199,713', '']","['199,283', '']","['199,925', '']","['209,618', '']","['229,436', '']","['251,300', '']","['264,325', '']","['276,850', '']","['321,506', '']"
10160,r768,Wisconsin -> Private -> Milwaukee School of Engineering,Wisconsin,Private,Milwaukee School of Engineering,3,"['3,944', '']","['4,472', '']","['4,635', '']","['4,376', '']","['4,410', '']","['4,524', '']","['3,930', '']","['3,374', '']","['3,232', '']","['4,026', '']","['3,190', '']","['3,193', '']","['3,545', '']"
10160,r769,Wisconsin -> Private -> Northland C.,Wisconsin,Private,Northland C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,096', 'i']","['1,265', 'i']"
10160,r770,Wyoming,Wyoming,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r771,Wyoming -> Public,Wyoming,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r772,Wyoming -> Public -> U. Wyoming,Wyoming,Public,U. Wyoming,3,"['55,319', '']","['57,549', '']","['65,611', '']","['65,490', '']","['51,422', '']","['56,996', '']","['112,056', '']","['125,032', '']","['113,063', '']","['80,353', '']","['93,061', '']","['93,202', '']","['139,764', '']"
10160,r773,Guam,Guam,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r774,Guam -> Public,Guam,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r775,Guam -> Public -> U. Guam,Guam,Public,U. Guam,3,"['5,555', '']","['5,626', '']","['6,131', '']","['6,043', '']","['7,075', '']","['6,062', '']","['7,402', '']","['8,842', '']","['11,225', '']","['12,249', '']","['13,043', '']","['17,666', '']","['20,481', '']"
10160,r776,Puerto Rico,Puerto Rico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r777,Puerto Rico -> Public,Puerto Rico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r778,"Puerto Rico -> Public -> U. Puerto Rico, Cayey",Puerto Rico,Public,"U. Puerto Rico, Cayey",3,"['927', '']","['1,474', '']","['1,916', '']","['1,726', '']","['1,795', '']","['1,521', '']","['1,415', '']","['1,109', '']","['1,359', '']","['1,870', '']","['1,974', '']","['1,881', '']","['1,390', '']"
10160,r779,"Puerto Rico -> Public -> U. Puerto Rico, Humacao",Puerto Rico,Public,"U. Puerto Rico, Humacao",3,"['1,971', 'i']","['1,976', '']","['1,949', '']","['1,455', '']","['1,145', '']","['784', '']","['ne', '']","['ne', '']","['1,168', '']","['1,195', '']","['1,456', '']","['1,321', '']","['1,448', '']"
10160,r780,"Puerto Rico -> Public -> U. Puerto Rico, Mayaguez",Puerto Rico,Public,"U. Puerto Rico, Mayaguez",3,"['26,475', '']","['34,424', '']","['32,115', '']","['29,225', '']","['27,152', '']","['28,100', '']","['25,491', '']","['26,130', '']","['24,769', '']","['26,877', '']","['26,553', '']","['18,368', '']","['18,274', '']"
10160,r781,"Puerto Rico -> Public -> U. Puerto Rico, Medical Sciences Campus",Puerto Rico,Public,"U. Puerto Rico, Medical Sciences Campus",3,"['39,134', '']","['64,017', '']","['45,649', '']","['43,374', '']","['40,444', '']","['43,316', '']","['46,232', '']","['42,423', '']","['41,216', '']","['45,014', '']","['37,217', '']","['44,111', '']","['47,578', '']"
10160,r782,"Puerto Rico -> Public -> U. Puerto Rico, Rio Piedras",Puerto Rico,Public,"U. Puerto Rico, Rio Piedras",3,"['30,515', '']","['32,582', '']","['33,099', '']","['29,234', '']","['28,793', '']","['28,579', '']","['23,491', '']","['21,204', '']","['17,085', '']","['24,088', '']","['22,895', '']","['28,896', '']","['28,083', '']"
10160,r783,Puerto Rico -> Private,Puerto Rico,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r784,"Puerto Rico -> Private -> U. Ana G. Mendez, Gurabo",Puerto Rico,Private,"U. Ana G. Mendez, Gurabo",3,"['6,620', '']","['7,098', '']","['6,953', '']","['6,916', '']","['2,694', '']","['2,473', '']","['2,518', '']","['1,777', '']","['1,579', '']","['3,945', '']","['2,049', '']","['1,574', '']","['1,419', '']"
10160,r785,Puerto Rico -> Private -> U. Central del Caribe,Puerto Rico,Private,U. Central del Caribe,3,"['7,122', '']","['7,515', '']","['7,313', '']","['7,095', '']","['7,181', '']","['6,964', '']","['7,090', '']","['5,634', '']","['4,111', '']","['3,953', '']","['3,931', '']","['3,831', '']","['5,053', '']"
10160,r786,Virgin Islands,Virgin Islands,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r787,Virgin Islands -> Public,Virgin Islands,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
