table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_personnel,field_all_personnel_functions_ftes,field_researchers_personnel,field_researchers_ftes,field_r_d_technicians_personnel,field_r_d_technicians_ftes,field_r_d_support_staff_personnel,field_r_d_support_staff_ftes
10170,r712,United States -> Virginia,United States,Virginia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r713,United States -> Virginia -> Public,United States,Virginia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r714,United States -> Virginia -> Public -> Christopher Newport U.,United States,Virginia,Public,Christopher Newport U.,4,"['116', '']","['25.0', '']","['116', '']","['25.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
10170,r715,United States -> Virginia -> Public -> Eastern Virginia Medical School,United States,Virginia,Public,Eastern Virginia Medical School,4,"['267', '']","['175.0', '']","['83', '']","['35.0', '']","['110', '']","['101.0', '']","['74', '']","['39.0', '']"
10170,r716,United States -> Virginia -> Public -> George Mason U.,United States,Virginia,Public,George Mason U.,4,"['3,567', '']","['1,175.9', '']","['479', '']","['454.9', '']","['1,698', '']","['590.3', '']","['1,390', '']","['130.7', '']"
10170,r717,United States -> Virginia -> Public -> James Madison U.,United States,Virginia,Public,James Madison U.,4,"['568', 'i']","['224.9', 'i']","['150', 'i']","['68.9', 'i']","['218', 'i']","['88.0', 'i']","['200', 'i']","['68.0', 'i']"
10170,r718,United States -> Virginia -> Public -> Norfolk State U.,United States,Virginia,Public,Norfolk State U.,4,"['61', '']","['12.6', '']","['17', '']","['2.8', '']","['29', '']","['5.4', '']","['15', '']","['4.4', '']"
10170,r719,United States -> Virginia -> Public -> Old Dominion U.,United States,Virginia,Public,Old Dominion U.,4,"['976', '']","['210.8', '']","['332', '']","['82.1', '']","['626', '']","['121.4', '']","['18', '']","['7.3', '']"
10170,r720,United States -> Virginia -> Public -> U. of Mary Washington,United States,Virginia,Public,U. of Mary Washington,4,"['55', '']","['8.2', '']","['21', '']","['4.8', '']","['32', '']","['3.2', '']","['2', '']","['0.2', '']"
10170,r721,United States -> Virginia -> Public -> U. Virginia's C. Wise,United States,Virginia,Public,U. Virginia's C. Wise,4,"['52', '']","['19.4', 'i']","['12', '']","['5.5', 'i']","['6', '']","['2.4', 'i']","['34', '']","['11.5', 'i']"
10170,r722,"United States -> Virginia -> Public -> U. Virginia, Charlottesville",United States,Virginia,Public,"U. Virginia, Charlottesville",4,"['7,350', '']","['2,901.8', 'i']","['1,576', '']","['724.4', 'i']","['3,346', '']","['1,353.5', 'i']","['2,428', '']","['823.9', 'i']"
10170,r723,United States -> Virginia -> Public -> Virginia Commonwealth U.,United States,Virginia,Public,Virginia Commonwealth U.,4,"['3,977', '']","['1,416.5', 'i']","['557', '']","['256.0', 'i']","['NA', '']","['0.0', 'i']","['3,420', '']","['1,160.5', 'i']"
10170,r724,United States -> Virginia -> Public -> Virginia Military Institute,United States,Virginia,Public,Virginia Military Institute,4,"['70', '']","['24.0', '']","['14', '']","['10.0', '']","['0', '']","['0.0', '']","['56', '']","['14.0', '']"
10170,r725,United States -> Virginia -> Public -> Virginia Polytechnic Institute and State U.,United States,Virginia,Public,Virginia Polytechnic Institute and State U.,4,"['7,366', 'i']","['3,052.8', 'i']","['3,299', 'i']","['1,516.5', 'i']","['2,400', 'i']","['970.8', 'i']","['1,667', 'i']","['565.5', 'i']"
10170,r726,United States -> Virginia -> Public -> Virginia State U.,United States,Virginia,Public,Virginia State U.,4,"['379', 'i']","['146.5', 'i']","['126', 'i']","['58.1', 'i']","['40', 'i']","['16.1', 'i']","['213', 'i']","['72.3', 'i']"
10170,r727,United States -> Virginia -> Public -> William & Mary,United States,Virginia,Public,William & Mary,4,"['1,775', 'i']","['716.3', 'i']","['340', 'i']","['156.4', 'i']","['1,124', 'i']","['454.5', 'i']","['311', '']","['105.4', 'i']"
10170,r728,United States -> Virginia -> Private,United States,Virginia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r729,United States -> Virginia -> Private -> Edward Via C. of Osteopathic Medicine,United States,Virginia,Private,Edward Via C. of Osteopathic Medicine,4,"['70', '']","['35.0', '']","['51', '']","['22.0', '']","['9', '']","['7.0', '']","['10', '']","['6.0', '']"
10170,r730,United States -> Virginia -> Private -> Hampton U.,United States,Virginia,Private,Hampton U.,4,"['106', '']","['78.0', '']","['51', '']","['44.0', '']","['0', '']","['0.0', '']","['55', '']","['34.0', '']"
10170,r731,United States -> Virginia -> Private -> Marymount U.,United States,Virginia,Private,Marymount U.,4,"['132', '']","['55.0', '']","['48', '']","['12.0', '']","['9', '']","['3.0', '']","['75', '']","['40.0', '']"
10170,r732,United States -> Virginia -> Private -> U. Richmond,United States,Virginia,Private,U. Richmond,4,"['135', '']","['30.0', '']","['45', '']","['10.2', '']","['78', '']","['16.6', '']","['12', '']","['3.2', '']"
10170,r733,United States -> Washington,United States,Washington,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r734,United States -> Washington -> Public,United States,Washington,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r735,United States -> Washington -> Public -> Central Washington U.,United States,Washington,Public,Central Washington U.,4,"['104', '']","['15.0', '']","['38', '']","['8.0', '']","['61', '']","['5.0', '']","['5', '']","['2.0', '']"
10170,r736,United States -> Washington -> Public -> Eastern Washington U.,United States,Washington,Public,Eastern Washington U.,4,"['87', '']","['15.9', '']","['18', '']","['2.8', '']","['63', '']","['12.1', '']","['6', '']","['1.0', '']"
10170,r737,United States -> Washington -> Public -> Northwest Indian C.,United States,Washington,Public,Northwest Indian C.,4,"['43', '']","['7.8', '']","['15', '']","['3.4', '']","['0', '']","['0.0', '']","['28', '']","['4.4', '']"
10170,r738,"United States -> Washington -> Public -> U. Washington, Bothell",United States,Washington,Public,"U. Washington, Bothell",4,"['147', '']","['33.6', '']","['79', '']","['16.7', '']","['11', '']","['2.6', '']","['57', '']","['14.3', '']"
10170,r739,"United States -> Washington -> Public -> U. Washington, Seattle",United States,Washington,Public,"U. Washington, Seattle",4,"['14,409', '']","['5,557.0', '']","['9,169', '']","['3,388.8', '']","['1,335', '']","['731.0', '']","['3,905', '']","['1,437.2', '']"
10170,r740,"United States -> Washington -> Public -> U. Washington, Tacoma",United States,Washington,Public,"U. Washington, Tacoma",4,"['140', '']","['26.7', '']","['57', '']","['15.2', '']","['17', '']","['4.7', '']","['66', '']","['6.8', '']"
10170,r741,United States -> Washington -> Public -> Washington State U.,United States,Washington,Public,Washington State U.,4,"['5,687', '']","['2,326.2', 'i']","['1,019', '']","['468.4', 'i']","['4,200', '']","['1,699.0', 'i']","['468', '']","['158.8', 'i']"
10170,r742,United States -> Washington -> Public -> Western Washington U.,United States,Washington,Public,Western Washington U.,4,"['446', '']","['96.4', '']","['155', '']","['39.9', '']","['256', '']","['52.7', '']","['35', '']","['3.8', '']"
10170,r743,United States -> Washington -> Private,United States,Washington,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r744,United States -> Washington -> Private -> Seattle U.,United States,Washington,Private,Seattle U.,4,"['49', '']","['35.2', 'i']","['49', '']","['35.2', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r745,United States -> Washington -> Private -> U. Puget Sound,United States,Washington,Private,U. Puget Sound,4,"['405', 'i']","['268.0', 'i']","['244', 'i']","['175.2', 'i']","['95', 'i']","['47.5', 'i']","['66', 'i']","['45.3', 'i']"
10170,r746,United States -> Washington -> Private -> Whitman C.,United States,Washington,Private,Whitman C.,4,"['232', '']","['22.4', '']","['231', '']","['21.8', '']","['1', '']","['0.6', '']","['0', '']","['0.0', '']"
10170,r747,United States -> West Virginia,United States,West Virginia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r748,United States -> West Virginia -> Public,United States,West Virginia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r749,United States -> West Virginia -> Public -> Marshall U.,United States,West Virginia,Public,Marshall U.,4,"['411', '']","['246.0', '']","['90', '']","['36.0', '']","['102', '']","['68.0', '']","['219', '']","['142.0', '']"
10170,r750,United States -> West Virginia -> Public -> West Virginia School of Osteopathic Medicine,United States,West Virginia,Public,West Virginia School of Osteopathic Medicine,4,"['28', '']","['14.4', '']","['17', '']","['4.4', '']","['6', '']","['6.0', '']","['5', '']","['4.0', '']"
10170,r751,United States -> West Virginia -> Public -> West Virginia State U.,United States,West Virginia,Public,West Virginia State U.,4,"['46', '']","['26.9', '']","['16', '']","['13.0', '']","['10', '']","['9.2', '']","['20', '']","['4.7', '']"
10170,r752,United States -> West Virginia -> Public -> West Virginia U.,United States,West Virginia,Public,West Virginia U.,4,"['3,433', '']","['1,858.9', '']","['1,213', '']","['575.0', '']","['1,359', '']","['844.0', '']","['861', '']","['439.9', '']"
10170,r753,United States -> West Virginia -> Private,United States,West Virginia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r754,United States -> West Virginia -> Private -> U. Charleston,United States,West Virginia,Private,U. Charleston,4,"['6', '']","['1.0', '']","['2', '']","['0.5', '']","['4', '']","['0.5', '']","['0', '']","['0.0', '']"
10170,r755,United States -> Wisconsin,United States,Wisconsin,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r756,United States -> Wisconsin -> Public,United States,Wisconsin,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r757,United States -> Wisconsin -> Public -> U. Wisconsin-Eau Claire,United States,Wisconsin,Public,U. Wisconsin-Eau Claire,4,"['183', '']","['76.1', 'i']","['40', '']","['18.4', 'i']","['141', '']","['57.0', 'i']","['2', '']","['0.7', 'i']"
10170,r758,United States -> Wisconsin -> Public -> U. Wisconsin-Green Bay,United States,Wisconsin,Public,U. Wisconsin-Green Bay,4,"['470', 'i']","['190.9', 'i']","['144', 'i']","['66.1', 'i']","['218', 'i']","['88.0', 'i']","['108', 'i']","['36.8', 'i']"
10170,r759,United States -> Wisconsin -> Public -> U. Wisconsin-La Crosse,United States,Wisconsin,Public,U. Wisconsin-La Crosse,4,"['259', '']","['36.0', '']","['91', '']","['8.8', '']","['163', '']","['22.4', '']","['5', '']","['4.8', '']"
10170,r760,United States -> Wisconsin -> Public -> U. Wisconsin-Madison,United States,Wisconsin,Public,U. Wisconsin-Madison,4,"['14,516', '']","['2,470.2', '']","['3,774', '']","['767.2', '']","['6,762', '']","['1,169.4', '']","['3,980', '']","['533.6', '']"
10170,r761,United States -> Wisconsin -> Public -> U. Wisconsin-Milwaukee,United States,Wisconsin,Public,U. Wisconsin-Milwaukee,4,"['1,718', '']","['981.5', '']","['274', '']","['243.6', '']","['1,444', '']","['737.9', '']","['0', '']","['0.0', '']"
10170,r762,United States -> Wisconsin -> Public -> U. Wisconsin-Oshkosh,United States,Wisconsin,Public,U. Wisconsin-Oshkosh,4,"['72', '']","['13.4', '']","['64', '']","['9.5', '']","['8', '']","['3.9', '']","['0', '']","['0.0', '']"
10170,r763,United States -> Wisconsin -> Public -> U. Wisconsin-Platteville,United States,Wisconsin,Public,U. Wisconsin-Platteville,4,"['305', 'i']","['118.0', 'i']","['61', 'i']","['28.2', 'i']","['107', 'i']","['43.2', 'i']","['137', 'i']","['46.6', 'i']"
10170,r764,United States -> Wisconsin -> Public -> U. Wisconsin-Stevens Point,United States,Wisconsin,Public,U. Wisconsin-Stevens Point,4,"['184', '']","['47.0', '']","['26', '']","['1.0', '']","['84', '']","['39.0', '']","['74', '']","['7.0', '']"
10170,r765,United States -> Wisconsin -> Public -> U. Wisconsin-Superior,United States,Wisconsin,Public,U. Wisconsin-Superior,4,"['299', 'i']","['123.5', 'i']","['129', 'i']","['59.5', 'i']","['96', 'i']","['38.7', 'i']","['74', 'i']","['25.3', 'i']"
10170,r766,United States -> Wisconsin -> Private,United States,Wisconsin,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r767,United States -> Wisconsin -> Private -> Marquette U.,United States,Wisconsin,Private,Marquette U.,4,"['1,353', '']","['520.8', '']","['392', '']","['201.0', '']","['626', '']","['193.0', '']","['335', '']","['126.8', '']"
10170,r768,United States -> Wisconsin -> Private -> Medical C. Wisconsin,United States,Wisconsin,Private,Medical C. Wisconsin,4,"['2,544', '']","['1,212.3', '']","['721', '']","['318.8', '']","['1,588', '']","['794.5', '']","['235', '']","['99.0', '']"
10170,r769,United States -> Wisconsin -> Private -> Milwaukee School of Engineering,United States,Wisconsin,Private,Milwaukee School of Engineering,4,"['93', '']","['37.6', '']","['48', '']","['20.3', '']","['16', '']","['4.5', '']","['29', '']","['12.8', '']"
10170,r770,United States -> Wisconsin -> Private -> Northland C.,United States,Wisconsin,Private,Northland C.,4,"['405', 'i']","['249.0', 'i']","['140', 'i']","['100.3', 'i']","['181', 'i']","['90.9', 'i']","['84', 'i']","['57.8', 'i']"
10170,r771,United States -> Wyoming,United States,Wyoming,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r772,United States -> Wyoming -> Public,United States,Wyoming,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r773,United States -> Wyoming -> Public -> U. Wyoming,United States,Wyoming,Public,U. Wyoming,4,"['1,193', 'i']","['489.9', 'i']","['343', 'i']","['157.8', 'i']","['672', 'i']","['271.7', 'i']","['178', 'i']","['60.4', 'i']"
10170,r774,United States -> Guam,United States,Guam,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r775,United States -> Guam -> Public,United States,Guam,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r776,United States -> Guam -> Public -> U. Guam,United States,Guam,Public,U. Guam,4,"['322', '']","['167.9', '']","['48', '']","['21.7', '']","['230', '']","['113.4', '']","['44', '']","['32.8', '']"
10170,r777,United States -> Puerto Rico,United States,Puerto Rico,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r778,United States -> Puerto Rico -> Public,United States,Puerto Rico,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r779,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Cayey",United States,Puerto Rico,Public,"U. Puerto Rico, Cayey",4,"['93', '']","['29.0', '']","['15', '']","['8.0', '']","['2', '']","['1.0', '']","['76', '']","['20.0', '']"
10170,r780,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Humacao",United States,Puerto Rico,Public,"U. Puerto Rico, Humacao",4,"['90', '']","['10.5', '']","['14', '']","['2.0', '']","['74', '']","['7.0', '']","['2', '']","['1.5', '']"
10170,r781,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Mayaguez",United States,Puerto Rico,Public,"U. Puerto Rico, Mayaguez",4,"['372', '']","['86.7', '']","['65', '']","['32.5', '']","['0', '']","['0.0', '']","['307', '']","['54.2', '']"
10170,r782,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Medical Sciences Campus",United States,Puerto Rico,Public,"U. Puerto Rico, Medical Sciences Campus",4,"['342', '']","['189.0', '']","['119', '']","['65.0', '']","['68', '']","['38.0', '']","['155', '']","['86.0', '']"
10170,r783,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Rio Piedras",United States,Puerto Rico,Public,"U. Puerto Rico, Rio Piedras",4,"['258', '']","['184.0', '']","['97', '']","['59.0', '']","['23', '']","['23.0', '']","['138', '']","['102.0', '']"
10170,r784,United States -> Puerto Rico -> Private,United States,Puerto Rico,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
