table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3180,r714,Utah -> Public -> U. Utah,Utah,Public,U. Utah,3,"['379,200', '']","['414,316', '']","['430,056', '']","['494,058', '']","['486,140', '']","['518,928', '']","['350,212', '']","['380,295', '']","['552,306', '']","['601,133', '']"
3180,r715,Utah -> Public -> Utah State U.,Utah,Public,Utah State U.,3,"['149,169', '']","['174,167', '']","['157,355', '']","['158,352', '']","['169,605', '']","['175,353', '']","['180,590', '']","['187,314', '']","['219,397', '']","['283,917', '']"
3180,r716,Utah -> Private,Utah,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r717,"Utah -> Private -> Brigham Young U., Provo",Utah,Private,"Brigham Young U., Provo",3,"['32,997', '']","['37,142', '']","['33,843', '']","['36,562', '']","['38,051', '']","['39,126', '']","['42,304', '']","['43,406', '']","['40,755', '']","['39,582', '']"
3180,r718,Vermont,Vermont,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r719,Vermont -> Public,Vermont,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r720,Vermont -> Public -> U. Vermont,Vermont,Public,U. Vermont,3,"['129,856', '']","['132,356', '']","['115,697', '']","['115,486', '']","['109,701', '']","['114,547', '']","['115,611', '']","['117,667', '']","['128,293', '']","['135,859', '']"
3180,r721,Vermont -> Private,Vermont,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r722,Vermont -> Private -> Middlebury C.,Vermont,Private,Middlebury C.,3,"['2,292', '']","['2,408', '']","['3,031', '']","['2,179', '']","['1,450', '']","['1,599', '']","['1,822', '']","['2,043', '']","['1,895', '']","['1,657', '']"
3180,r723,Vermont -> Private -> Saint Michael's C.,Vermont,Private,Saint Michael's C.,3,"['644', '']","['734', '']","['ne', '']","['1,620', '']","['1,541', '']","['1,532', '']","['1,624', '']","['1,415', '']","['1,482', '']","['1,200', '']"
3180,r724,Virginia,Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r725,Virginia -> Public,Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r726,Virginia -> Public -> Christopher Newport U.,Virginia,Public,Christopher Newport U.,3,"['1,110', '']","['1,669', '']","['1,327', '']","['1,187', '']","['1,508', '']","['1,208', '']","['1,172', '']","['1,264', '']","['1,732', '']","['1,961', '']"
3180,r727,Virginia -> Public -> Eastern Virginia Medical School,Virginia,Public,Eastern Virginia Medical School,3,"['44,420', '']","['36,569', '']","['37,745', '']","['44,183', '']","['43,917', '']","['42,296', '']","['32,550', '']","['28,671', '']","['30,010', '']","['27,064', '']"
3180,r728,Virginia -> Public -> George Mason U.,Virginia,Public,George Mason U.,3,"['84,120', '']","['88,089', '']","['90,198', '']","['95,913', '']","['98,680', '']","['106,410', '']","['108,899', '']","['112,404', '']","['149,138', '']","['186,267', '']"
3180,r729,Virginia -> Public -> James Madison U.,Virginia,Public,James Madison U.,3,"['7,038', '']","['7,303', '']","['8,891', '']","['5,835', '']","['4,628', '']","['3,712', '']","['3,303', '']","['3,248', '']","['4,191', '']","['8,726', '']"
3180,r730,Virginia -> Public -> Norfolk State U.,Virginia,Public,Norfolk State U.,3,"['5,944', '']","['7,140', '']","['8,336', '']","['6,431', '']","['6,936', '']","['5,348', '']","['7,593', '']","['7,296', '']","['6,914', '']","['8,050', '']"
3180,r731,Virginia -> Public -> Old Dominion U.,Virginia,Public,Old Dominion U.,3,"['97,176', '']","['102,192', '']","['104,579', '']","['99,138', '']","['67,037', '']","['65,092', '']","['70,054', '']","['67,990', '']","['60,321', '']","['67,425', '']"
3180,r732,Virginia -> Public -> U. of Mary Washington,Virginia,Public,U. of Mary Washington,3,"['ne', '']","['1,374', '']","['907', '']","['ne', '']","['ne', '']","['690', '']","['ne', '']","['ne', '']","['1,242', '']","['1,315', '']"
3180,r733,"Virginia -> Public -> U. Virginia, Charlottesville",Virginia,Public,"U. Virginia, Charlottesville",3,"['276,308', '']","['398,096', '']","['383,359', '']","['385,828', '']","['358,576', '']","['373,218', '']","['397,458', '']","['469,682', '']","['551,761', '']","['613,938', '']"
3180,r734,Virginia -> Public -> Virginia Commonwealth U.,Virginia,Public,Virginia Commonwealth U.,3,"['197,709', '']","['207,756', '']","['201,366', '']","['196,015', '']","['201,858', '']","['218,925', '']","['225,999', '']","['235,464', '']","['246,190', '']","['255,648', '']"
3180,r735,Virginia -> Public -> Virginia Polytechnic Institute and State U.,Virginia,Public,Virginia Polytechnic Institute and State U.,3,"['398,169', '']","['450,058', '']","['454,417', '']","['496,169', '']","['513,149', '']","['504,282', '']","['521,773', '']","['522,425', '']","['531,636', '']","['541,969', '']"
3180,r736,Virginia -> Public -> Virginia State U.,Virginia,Public,Virginia State U.,3,"['7,466', '']","['8,562', '']","['10,296', '']","['9,535', '']","['8,374', '']","['7,808', '']","['8,147', '']","['10,725', '']","['10,673', '']","['11,457', '']"
3180,r737,Virginia -> Public -> William & Mary,Virginia,Public,William & Mary,3,"['57,461', '']","['58,919', '']","['55,805', '']","['57,940', '']","['59,015', '']","['61,554', '']","['63,027', '']","['64,127', '']","['65,269', '']","['64,835', '']"
3180,r738,Virginia -> Private,Virginia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r739,Virginia -> Private -> Edward Via C. of Osteopathic Medicine,Virginia,Private,Edward Via C. of Osteopathic Medicine,3,"['ne', '']","['2,453', '']","['2,576', '']","['4,992', '']","['2,633', '']","['2,237', '']","['5,692', '']","['8,119', '']","['7,601', '']","['7,225', '']"
3180,r740,Virginia -> Private -> Hampton U.,Virginia,Private,Hampton U.,3,"['14,455', '']","['12,414', '']","['15,356', '']","['12,641', '']","['11,169', '']","['14,895', '']","['14,225', '']","['16,482', '']","['14,424', '']","['13,605', '']"
3180,r741,Virginia -> Private -> Liberty U.,Virginia,Private,Liberty U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,780', '']"
3180,r742,Virginia -> Private -> U. Richmond,Virginia,Private,U. Richmond,3,"['4,052', '']","['4,064', '']","['4,282', '']","['3,351', '']","['3,598', '']","['3,069', '']","['3,047', '']","['3,106', '']","['2,784', '']","['2,783', '']"
3180,r743,Washington,Washington,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r744,Washington -> Public,Washington,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r745,Washington -> Public -> Central Washington U.,Washington,Public,Central Washington U.,3,"['5,159', '']","['2,858', '']","['2,753', '']","['2,122', '']","['2,124', '']","['2,581', '']","['2,751', '']","['3,798', '']","['3,066', '']","['3,223', '']"
3180,r746,Washington -> Public -> Eastern Washington U.,Washington,Public,Eastern Washington U.,3,"['3,266', '']","['3,910', '']","['2,700', '']","['2,115', '']","['1,867', '']","['2,973', '']","['3,368', '']","['2,000', '']","['2,590', '']","['2,024', '']"
3180,r747,Washington -> Public -> Northwest Indian C.,Washington,Public,Northwest Indian C.,3,"['2,426', '']","['2,744', 'i']","['2,847', '']","['3,247', '']","['2,609', '']","['1,631', 'i']","['ne', '']","['ne', '']","['2,154', '']","['2,659', '']"
3180,r748,"Washington -> Public -> U. Washington, Bothell",Washington,Public,"U. Washington, Bothell",3,"['630', '']","['2,857', '']","['4,285', '']","['4,704', '']","['7,550', '']","['7,657', '']","['8,406', '']","['10,219', '']","['8,097', '']","['7,950', '']"
3180,r749,"Washington -> Public -> U. Washington, Seattle",Washington,Public,"U. Washington, Seattle",3,"['1,022,740', '']","['1,148,533', '']","['1,109,008', '']","['1,192,513', '']","['1,176,340', '']","['1,180,563', '']","['1,277,679', '']","['1,348,220', '']","['1,413,902', '']","['1,425,601', '']"
3180,r750,"Washington -> Public -> U. Washington, Tacoma",Washington,Public,"U. Washington, Tacoma",3,"['872', '']","['1,359', '']","['1,845', '']","['2,203', '']","['2,938', '']","['3,618', '']","['3,957', '']","['3,246', '']","['3,006', '']","['3,471', '']"
3180,r751,Washington -> Public -> Washington State U.,Washington,Public,Washington State U.,3,"['304,352', '']","['320,510', '']","['335,930', '']","['341,082', '']","['326,414', '']","['333,134', '']","['334,082', '']","['356,901', '']","['360,522', '']","['369,333', '']"
3180,r752,Washington -> Public -> Western Washington U.,Washington,Public,Western Washington U.,3,"['10,571', '']","['9,498', '']","['7,597', '']","['8,157', '']","['8,567', '']","['9,921', '']","['10,743', '']","['13,014', '']","['13,075', '']","['11,983', '']"
3180,r753,Washington -> Private,Washington,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r754,Washington -> Private -> Seattle U.,Washington,Private,Seattle U.,3,"['1,337', 'i']","['1,274', '']","['642', '']","['ne', '']","['2,692', '']","['2,847', '']","['2,050', '']","['1,623', '']","['2,535', '']","['2,223', '']"
3180,r755,Washington -> Private -> Whitman C.,Washington,Private,Whitman C.,3,"['1,415', '']","['1,142', '']","['849', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,083', '']"
3180,r756,West Virginia,West Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r757,West Virginia -> Public,West Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r758,West Virginia -> Public -> Marshall U.,West Virginia,Public,Marshall U.,3,"['24,501', '']","['26,723', '']","['18,998', '']","['19,617', '']","['20,382', '']","['19,936', '']","['20,687', '']","['18,348', '']","['20,050', '']","['19,622', '']"
3180,r759,West Virginia -> Public -> West Virginia State U.,West Virginia,Public,West Virginia State U.,3,"['3,770', '']","['4,176', '']","['5,087', '']","['4,491', '']","['7,221', '']","['7,365', '']","['5,224', '']","['6,305', '']","['6,535', '']","['5,829', '']"
3180,r760,West Virginia -> Public -> West Virginia U.,West Virginia,Public,West Virginia U.,3,"['154,926', '']","['166,420', '']","['169,303', '']","['167,144', '']","['164,454', '']","['170,145', '']","['172,477', '']","['185,606', '']","['185,110', '']","['187,512', '']"
3180,r761,Wisconsin,Wisconsin,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r762,Wisconsin -> Public,Wisconsin,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r763,Wisconsin -> Public -> U. Wisconsin-Eau Claire,Wisconsin,Public,U. Wisconsin-Eau Claire,3,"['1,950', '']","['1,406', '']","['1,362', '']","['1,235', '']","['915', '']","['ne', '']","['1,238', '']","['1,641', '']","['1,227', '']","['1,530', '']"
3180,r764,Wisconsin -> Public -> U. Wisconsin-Green Bay,Wisconsin,Public,U. Wisconsin-Green Bay,3,"['1,219', '']","['1,239', 'i']","['1,259', 'i']","['1,279', 'i']","['1,299', 'i']","['1,320', '']","['1,599', '']","['1,510', '']","['1,454', '']","['2,083', '']"
3180,r765,Wisconsin -> Public -> U. Wisconsin-La Crosse,Wisconsin,Public,U. Wisconsin-La Crosse,3,"['4,141', '']","['3,862', 'i']","['3,583', '']","['3,796', '']","['3,424', '']","['3,615', '']","['3,211', '']","['3,187', '']","['3,569', '']","['2,692', '']"
3180,r766,Wisconsin -> Public -> U. Wisconsin-Madison,Wisconsin,Public,U. Wisconsin-Madison,3,"['1,029,295', '']","['1,111,642', '']","['1,169,779', '']","['1,123,501', '']","['1,108,564', '']","['1,069,077', '']","['1,157,680', '']","['1,193,413', '']","['1,205,518', '']","['1,297,331', '']"
3180,r767,Wisconsin -> Public -> U. Wisconsin-Milwaukee,Wisconsin,Public,U. Wisconsin-Milwaukee,3,"['71,181', '']","['65,648', '']","['61,771', '']","['56,587', '']","['60,752', '']","['63,414', '']","['59,813', '']","['54,181', '']","['55,771', '']","['53,773', '']"
3180,r768,Wisconsin -> Public -> U. Wisconsin-Oshkosh,Wisconsin,Public,U. Wisconsin-Oshkosh,3,"['1,556', '']","['2,384', '']","['2,331', '']","['2,167', '']","['1,935', 'i']","['1,703', 'i']","['ne', '']","['1,538', 'i']","['1,627', 'i']","['1,713', 'i']"
3180,r769,Wisconsin -> Public -> U. Wisconsin-Platteville,Wisconsin,Public,U. Wisconsin-Platteville,3,"['681', '']","['715', 'i']","['ne', '']","['ne', '']","['1,000', 'i']","['970', 'i']","['ne', '']","['1,068', 'i']","['ne', '']","['1,084', 'i']"
3180,r770,Wisconsin -> Public -> U. Wisconsin-Stevens Point,Wisconsin,Public,U. Wisconsin-Stevens Point,3,"['6,766', '']","['6,171', 'i']","['5,576', '']","['4,392', '']","['3,919', 'i']","['3,446', 'i']","['2,973', '']","['3,110', 'i']","['3,291', 'i']","['3,464', 'i']"
3180,r771,Wisconsin -> Public -> U. Wisconsin-Superior,Wisconsin,Public,U. Wisconsin-Superior,3,"['5,890', '']","['6,187', 'i']","['6,041', 'i']","['ne', '']","['3,030', 'i']","['ne', '']","['ne', '']","['ne', '']","['3,068', '']","['2,250', '']"
3180,r772,Wisconsin -> Private,Wisconsin,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r773,Wisconsin -> Private -> Marquette U.,Wisconsin,Private,Marquette U.,3,"['14,310', '']","['19,876', '']","['18,606', '']","['20,856', '']","['23,633', '']","['24,816', '']","['28,422', '']","['30,034', '']","['32,471', '']","['37,777', '']"
3180,r774,Wisconsin -> Private -> Medical C. Wisconsin,Wisconsin,Private,Medical C. Wisconsin,3,"['191,816', '']","['215,358', '']","['209,040', '']","['201,237', '']","['199,713', '']","['199,283', '']","['199,925', '']","['209,618', '']","['229,436', '']","['244,752', '']"
3180,r775,Wisconsin -> Private -> Milwaukee School of Engineering,Wisconsin,Private,Milwaukee School of Engineering,3,"['3,944', '']","['4,472', '']","['4,635', '']","['4,376', '']","['4,410', '']","['4,524', '']","['3,930', '']","['3,374', '']","['3,232', '']","['4,026', '']"
3180,r776,Wyoming,Wyoming,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r777,Wyoming -> Public,Wyoming,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r778,Wyoming -> Public -> U. Wyoming,Wyoming,Public,U. Wyoming,3,"['55,319', '']","['57,549', '']","['65,611', '']","['65,490', '']","['51,422', '']","['56,996', '']","['112,056', '']","['125,032', '']","['113,063', '']","['80,353', '']"
3180,r779,American Samoa,American Samoa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r780,American Samoa -> Public,American Samoa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r781,American Samoa -> Public -> American Samoa Community C.,American Samoa,Public,American Samoa Community C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,337', '']","['793', '']","['ne', '']","['ne', '']","['860', '']"
3180,r782,Guam,Guam,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r783,Guam -> Public,Guam,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r784,Guam -> Public -> U. Guam,Guam,Public,U. Guam,3,"['5,555', '']","['5,626', '']","['6,131', '']","['6,043', '']","['7,075', '']","['6,062', '']","['7,402', '']","['8,842', '']","['11,225', '']","['12,249', '']"
3180,r785,Puerto Rico,Puerto Rico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r786,Puerto Rico -> Public,Puerto Rico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r787,"Puerto Rico -> Public -> U. Puerto Rico, Cayey",Puerto Rico,Public,"U. Puerto Rico, Cayey",3,"['927', '']","['1,474', '']","['1,916', '']","['1,726', '']","['1,795', '']","['1,521', '']","['1,415', '']","['1,109', '']","['1,359', '']","['1,870', '']"
3180,r788,"Puerto Rico -> Public -> U. Puerto Rico, Humacao",Puerto Rico,Public,"U. Puerto Rico, Humacao",3,"['1,971', 'i']","['1,976', '']","['1,949', '']","['1,455', '']","['1,145', '']","['784', '']","['ne', '']","['ne', '']","['1,168', '']","['1,195', '']"
3180,r789,"Puerto Rico -> Public -> U. Puerto Rico, Mayaguez",Puerto Rico,Public,"U. Puerto Rico, Mayaguez",3,"['26,475', '']","['34,424', '']","['32,115', '']","['29,225', '']","['27,152', '']","['28,100', '']","['25,491', '']","['26,130', '']","['24,769', '']","['26,877', '']"
3180,r790,"Puerto Rico -> Public -> U. Puerto Rico, Medical Sciences Campus",Puerto Rico,Public,"U. Puerto Rico, Medical Sciences Campus",3,"['39,134', '']","['64,017', '']","['45,649', '']","['43,374', '']","['40,444', '']","['43,316', '']","['46,232', '']","['42,423', '']","['41,216', '']","['45,014', '']"
