table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_educational_subrecipients,field_total_to_business,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_educational_subrecipients,field_federally_financed_to_business,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
3189,r736,United States -> Virginia -> Public -> Virginia Polytechnic Institute and State U.,United States,Virginia,Public,Virginia Polytechnic Institute and State U.,4,"['29,085', '']","['17,780', '']","['3,512', '']","['3,834', '']","['3,959', '']","['25,654', '']","['17,023', '']","['3,155', '']","['2,463', '']","['3,013', '']"
3189,r737,United States -> Virginia -> Public -> Virginia State U.,United States,Virginia,Public,Virginia State U.,4,"['496', '']","['213', '']","['0', '']","['283', '']","['0', '']","['496', '']","['213', '']","['0', '']","['283', '']","['0', '']"
3189,r738,United States -> Virginia -> Public -> William & Mary,United States,Virginia,Public,William & Mary,4,"['5,360', '']","['2,885', '']","['468', '']","['1,065', '']","['942', '']","['5,104', '']","['2,652', '']","['452', '']","['1,065', '']","['935', '']"
3189,r739,United States -> Virginia -> Private,United States,Virginia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r740,United States -> Virginia -> Private -> Edward Via C. of Osteopathic Medicine,United States,Virginia,Private,Edward Via C. of Osteopathic Medicine,4,"['147', '']","['65', '']","['32', '']","['50', '']","['0', '']","['50', '']","['0', '']","['0', '']","['50', '']","['0', '']"
3189,r741,United States -> Virginia -> Private -> Hampton U.,United States,Virginia,Private,Hampton U.,4,"['3,393', '']","['3,393', '']","['0', '']","['0', '']","['0', '']","['3,393', '']","['3,393', '']","['0', '']","['0', '']","['0', '']"
3189,r742,United States -> Virginia -> Private -> Liberty U.,United States,Virginia,Private,Liberty U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r743,United States -> Virginia -> Private -> U. Richmond,United States,Virginia,Private,U. Richmond,4,"['383', '']","['352', '']","['0', '']","['0', '']","['31', '']","['362', '']","['331', '']","['0', '']","['0', '']","['31', '']"
3189,r744,United States -> Washington,United States,Washington,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r745,United States -> Washington -> Public,United States,Washington,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r746,United States -> Washington -> Public -> Central Washington U.,United States,Washington,Public,Central Washington U.,4,"['45', '']","['45', '']","['0', '']","['0', '']","['0', '']","['45', '']","['45', '']","['0', '']","['0', '']","['0', '']"
3189,r747,United States -> Washington -> Public -> Eastern Washington U.,United States,Washington,Public,Eastern Washington U.,4,"['117', '']","['117', '']","['0', '']","['0', '']","['0', '']","['117', '']","['117', '']","['0', '']","['0', '']","['0', '']"
3189,r748,United States -> Washington -> Public -> Northwest Indian C.,United States,Washington,Public,Northwest Indian C.,4,"['572', '']","['572', '']","['0', '']","['0', '']","['0', '']","['572', '']","['572', '']","['0', '']","['0', '']","['0', '']"
3189,r749,"United States -> Washington -> Public -> U. Washington, Bothell",United States,Washington,Public,"U. Washington, Bothell",4,"['13', '']","['0', '']","['0', '']","['13', '']","['0', '']","['13', '']","['0', '']","['0', '']","['13', '']","['0', '']"
3189,r750,"United States -> Washington -> Public -> U. Washington, Seattle",United States,Washington,Public,"U. Washington, Seattle",4,"['143,419', '']","['81,972', '']","['4,109', '']","['44,490', '']","['12,848', '']","['121,467', '']","['69,867', '']","['3,253', '']","['36,783', '']","['11,564', '']"
3189,r751,"United States -> Washington -> Public -> U. Washington, Tacoma",United States,Washington,Public,"U. Washington, Tacoma",4,"['62', '']","['5', '']","['7', '']","['0', '']","['50', '']","['62', '']","['5', '']","['7', '']","['0', '']","['50', '']"
3189,r752,United States -> Washington -> Public -> Washington State U.,United States,Washington,Public,Washington State U.,4,"['22,194', '']","['14,015', '']","['1,636', '']","['6,134', '']","['409', '']","['20,495', '']","['13,232', '']","['1,453', '']","['5,447', '']","['363', '']"
3189,r753,United States -> Washington -> Public -> Western Washington U.,United States,Washington,Public,Western Washington U.,4,"['254', '']","['158', '']","['11', '']","['25', '']","['60', '']","['89', '']","['78', '']","['11', '']","['0', '']","['0', '']"
3189,r754,United States -> Washington -> Private,United States,Washington,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r755,United States -> Washington -> Private -> Seattle U.,United States,Washington,Private,Seattle U.,4,"['11', '']","['11', '']","['0', '']","['0', '']","['0', '']","['11', '']","['11', '']","['0', '']","['0', '']","['0', '']"
3189,r756,United States -> Washington -> Private -> Whitman C.,United States,Washington,Private,Whitman C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r757,United States -> West Virginia,United States,West Virginia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r758,United States -> West Virginia -> Public,United States,West Virginia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r759,United States -> West Virginia -> Public -> Marshall U.,United States,West Virginia,Public,Marshall U.,4,"['2,302', '']","['2,302', '']","['0', '']","['0', '']","['0', '']","['2,044', '']","['2,044', '']","['0', '']","['0', '']","['0', '']"
3189,r760,United States -> West Virginia -> Public -> West Virginia State U.,United States,West Virginia,Public,West Virginia State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r761,United States -> West Virginia -> Public -> West Virginia U.,United States,West Virginia,Public,West Virginia U.,4,"['11,390', '']","['8,283', '']","['1,844', '']","['872', '']","['391', '']","['10,765', '']","['8,000', '']","['1,761', '']","['725', '']","['279', '']"
3189,r762,United States -> Wisconsin,United States,Wisconsin,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r763,United States -> Wisconsin -> Public,United States,Wisconsin,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r764,United States -> Wisconsin -> Public -> U. Wisconsin-Eau Claire,United States,Wisconsin,Public,U. Wisconsin-Eau Claire,4,"['12', '']","['12', '']","['0', '']","['0', '']","['0', '']","['12', '']","['12', '']","['0', '']","['0', '']","['0', '']"
3189,r765,United States -> Wisconsin -> Public -> U. Wisconsin-Green Bay,United States,Wisconsin,Public,U. Wisconsin-Green Bay,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3189,r766,United States -> Wisconsin -> Public -> U. Wisconsin-La Crosse,United States,Wisconsin,Public,U. Wisconsin-La Crosse,4,"['1', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r767,United States -> Wisconsin -> Public -> U. Wisconsin-Madison,United States,Wisconsin,Public,U. Wisconsin-Madison,4,"['86,010', '']","['56,441', '']","['4,336', '']","['17,990', '']","['7,243', '']","['79,651', '']","['53,676', '']","['3,561', '']","['15,381', '']","['7,033', '']"
3189,r768,United States -> Wisconsin -> Public -> U. Wisconsin-Milwaukee,United States,Wisconsin,Public,U. Wisconsin-Milwaukee,4,"['4,832', '']","['4,502', '']","['31', '']","['0', '']","['299', '']","['4,721', '']","['4,400', '']","['22', '']","['0', '']","['299', '']"
3189,r769,United States -> Wisconsin -> Public -> U. Wisconsin-Oshkosh,United States,Wisconsin,Public,U. Wisconsin-Oshkosh,4,"['103', 'i']","['0', 'i']","['23', 'i']","['23', 'i']","['57', 'i']","['93', 'i']","['0', 'i']","['21', 'i']","['21', 'i']","['51', 'i']"
3189,r770,United States -> Wisconsin -> Public -> U. Wisconsin-Platteville,United States,Wisconsin,Public,U. Wisconsin-Platteville,4,"['28', 'i']","['19', 'i']","['3', 'i']","['5', 'i']","['1', 'i']","['26', 'i']","['17', 'i']","['3', 'i']","['5', 'i']","['1', 'i']"
3189,r771,United States -> Wisconsin -> Public -> U. Wisconsin-Stevens Point,United States,Wisconsin,Public,U. Wisconsin-Stevens Point,4,"['131', 'i']","['67', 'i']","['30', 'i']","['34', 'i']","['0', 'i']","['130', 'i']","['67', 'i']","['30', 'i']","['33', 'i']","['0', 'i']"
3189,r772,United States -> Wisconsin -> Public -> U. Wisconsin-Superior,United States,Wisconsin,Public,U. Wisconsin-Superior,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r773,United States -> Wisconsin -> Private,United States,Wisconsin,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r774,United States -> Wisconsin -> Private -> Marquette U.,United States,Wisconsin,Private,Marquette U.,4,"['1,412', '']","['743', '']","['274', '']","['367', '']","['28', '']","['1,309', '']","['677', '']","['266', '']","['339', '']","['27', '']"
3189,r775,United States -> Wisconsin -> Private -> Medical C. Wisconsin,United States,Wisconsin,Private,Medical C. Wisconsin,4,"['21,183', '']","['8,320', '']","['3,357', '']","['9,506', '']","['0', '']","['20,277', '']","['7,508', '']","['3,336', '']","['9,433', '']","['0', '']"
3189,r776,United States -> Wisconsin -> Private -> Milwaukee School of Engineering,United States,Wisconsin,Private,Milwaukee School of Engineering,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r777,United States -> Wyoming,United States,Wyoming,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r778,United States -> Wyoming -> Public,United States,Wyoming,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r779,United States -> Wyoming -> Public -> U. Wyoming,United States,Wyoming,Public,U. Wyoming,4,"['7,636', '']","['2,770', '']","['3,854', '']","['925', '']","['87', '']","['7,453', '']","['2,726', '']","['3,733', '']","['907', '']","['87', '']"
3189,r780,United States -> American Samoa,United States,American Samoa,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r781,United States -> American Samoa -> Public,United States,American Samoa,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r782,United States -> American Samoa -> Public -> American Samoa Community C.,United States,American Samoa,Public,American Samoa Community C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r783,United States -> Guam,United States,Guam,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r784,United States -> Guam -> Public,United States,Guam,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r785,United States -> Guam -> Public -> U. Guam,United States,Guam,Public,U. Guam,4,"['48', '']","['0', '']","['14', '']","['0', '']","['34', '']","['48', '']","['0', '']","['14', '']","['0', '']","['34', '']"
3189,r786,United States -> Puerto Rico,United States,Puerto Rico,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r787,United States -> Puerto Rico -> Public,United States,Puerto Rico,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r788,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Cayey",United States,Puerto Rico,Public,"U. Puerto Rico, Cayey",4,"['364', '']","['364', '']","['0', '']","['0', '']","['0', '']","['364', '']","['364', '']","['0', '']","['0', '']","['0', '']"
3189,r789,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Humacao",United States,Puerto Rico,Public,"U. Puerto Rico, Humacao",4,"['35', '']","['35', '']","['0', '']","['0', '']","['0', '']","['35', '']","['35', '']","['0', '']","['0', '']","['0', '']"
3189,r790,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Mayaguez",United States,Puerto Rico,Public,"U. Puerto Rico, Mayaguez",4,"['1,892', '']","['1,892', '']","['0', '']","['0', '']","['0', '']","['1,892', '']","['1,892', '']","['0', '']","['0', '']","['0', '']"
3189,r791,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Medical Sciences Campus",United States,Puerto Rico,Public,"U. Puerto Rico, Medical Sciences Campus",4,"['1,770', '']","['1,527', '']","['0', '']","['243', '']","['0', '']","['1,770', '']","['1,527', '']","['0', '']","['243', '']","['0', '']"
3189,r792,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Rio Piedras",United States,Puerto Rico,Public,"U. Puerto Rico, Rio Piedras",4,"['1,371', '']","['1,371', '']","['0', '']","['0', '']","['0', '']","['1,164', '']","['1,164', '']","['0', '']","['0', '']","['0', '']"
3189,r793,United States -> Puerto Rico -> Private,United States,Puerto Rico,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r794,United States -> Puerto Rico -> Private -> Polytechnic U. Puerto Rico,United States,Puerto Rico,Private,Polytechnic U. Puerto Rico,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r795,United States -> Puerto Rico -> Private -> Ponce Health Sciences U.,United States,Puerto Rico,Private,Ponce Health Sciences U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r796,"United States -> Puerto Rico -> Private -> U. Ana G. Mendez, Cupey",United States,Puerto Rico,Private,"U. Ana G. Mendez, Cupey",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r797,"United States -> Puerto Rico -> Private -> U. Ana G. Mendez, Gurabo",United States,Puerto Rico,Private,"U. Ana G. Mendez, Gurabo",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r798,United States -> Puerto Rico -> Private -> U. Central del Caribe,United States,Puerto Rico,Private,U. Central del Caribe,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r799,United States -> Virgin Islands,United States,Virgin Islands,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r800,United States -> Virgin Islands -> Public,United States,Virgin Islands,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r801,United States -> Virgin Islands -> Public -> U. of the Virgin Islands,United States,Virgin Islands,Public,U. of the Virgin Islands,4,"['77', '']","['8', '']","['0', '']","['0', '']","['69', '']","['77', '']","['8', '']","['0', '']","['0', '']","['69', '']"
